Mean_Rainfall,Mean_Temp,Actual_Depth,Actual_Flow_Rate,Date
4.125714285714286,-0.08492063492063491,-131.7790476190476,-7.393258695907502,2000-01-01
4.7371428571428575,6.7015873015873,-132.5104761904762,-7.393882089984991,2000-01-02
6.824761904761905,5.405555555555556,-130.98619047619047,-7.597644057257506,2000-01-03
5.326666666666666,4.813492063492063,-129.14111111111114,-6.1687919208674975,2000-01-04
4.177142857142857,14.011904761904765,-130.0895238095238,-7.344169637892495,2000-01-05
2.0352380952380953,17.49920634920635,-131.0561904761905,-7.608135057825011,2000-01-06
0.47428571428571437,20.183333333333334,-131.172380952381,-7.165267220642509,2000-01-07
0.419047619047619,21.51111111111111,-131.33523809523808,-7.4028886684199975,2000-01-08
2.340952380952381,18.049206349206347,-131.5273015873016,-7.264500014912508,2000-01-09
2.8476190476190473,13.926190476190477,-132.24428571428572,-6.859064154935,2000-01-10
6.26095238095238,10.605555555555556,-132.2750793650794,-7.432850218972495,2000-01-11
6.26095238095238,10.605555555555556,-130.96047619047621,-7.4666468498475025,2000-01-12
5.348571428571429,2.4333333333333336,-130.32698412698414,-7.441964822864999,2000-01-13
4.245714285714286,3.9785714285714278,-130.504126984127,-7.344457643829999,2000-01-14
5.326666666666666,4.813492063492063,-130.2174603174603,-6.967616722242497,2000-01-15
6.175238095238095,2.670634920634921,-131.10222222222225,-7.344913360237502,2000-01-16
3.3923809523809525,0.9611111111111111,-131.75476190476192,-7.082544000532504,2000-01-17
9.897142857142859,6.495238095238096,-129.83650793650793,-7.0560891013974985,2000-01-18
5.366666666666665,2.269047619047619,-130.80904761904762,-7.124300502895004,2000-01-19
6.321904761904762,2.042063492063492,-130.9804761904762,-7.780624523080001,2000-01-20
3.220952380952381,4.396825396825396,-130.08444444444442,-7.473806406152497,2000-01-21
3.8895238095238107,2.7999999999999994,-130.80714285714285,-7.762702607165002,2000-01-22
4.125714285714286,-0.08492063492063491,-131.0969841269841,-7.183468281325013,2000-01-23
1.6419047619047622,-2.287301587301587,-131.18492063492064,-7.227935317532509,2000-01-24
1.6285714285714286,-4.676984126984127,-131.55396825396826,-7.212495833812507,2000-01-25
1.4647619047619047,-3.4769841269841266,-131.194126984127,-7.153445467875008,2000-01-26
2.264761904761905,0.4753968253968255,-132.13015873015874,-7.090110242025,2000-01-27
5.732380952380952,2.301587301587302,-130.5649206349206,-7.370215262717496,2000-01-28
2.8514285714285714,5.217460317460318,-130.64,-7.431461211904999,2000-01-29
5.522857142857143,5.158730158730159,-130.11730158730157,-7.339580167822492,2000-01-30
3.9057142857142857,5.015079365079365,-131.23936507936506,-7.15387614324751,2000-01-31
4.896190476190476,1.392857142857143,-131.3114285714286,-7.239760232320009,2000-02-01
3.353333333333334,5.988095238095237,-131.5633333333333,-7.451456185270002,2000-02-02
5.022857142857142,4.6079365079365076,-130.70142857142855,-7.467970355082496,2000-02-03
5.404761904761905,6.215079365079364,-131.41825396825396,-7.187778065692505,2000-02-04
2.0371428571428574,13.722222222222223,-130.44920634920632,-7.431663385192498,2000-02-05
0.7695238095238095,21.12142857142857,-131.0214285714286,-7.645870073740009,2000-02-06
1.3961904761904762,21.762698412698413,-131.194126984127,-7.153445467875008,2000-02-07
1.0628571428571427,22.061111111111114,-131.73126984126986,-7.227930175020005,2000-02-08
0.6533333333333334,18.260317460317463,-131.42476190476194,-7.046993549922503,2000-02-09
4.736190476190476,12.94761904761905,-131.9842857142857,-7.335902390819996,2000-02-10
6.836190476190477,9.284920634920637,-130.83555555555554,-7.871879812367505,2000-02-11
6.189523809523808,9.016666666666666,-130.93190476190478,-7.743054896262501,2000-02-12
2.933333333333333,4.39047619047619,-130.6946031746032,-7.084255906355002,2000-02-13
6.116190476190475,6.1611111111111105,-131.8447619047619,-7.255119172875002,2000-02-14
5.185714285714285,4.807142857142858,-129.78952380952379,-7.028326428369999,2000-02-15
8.39047619047619,6.5658730158730165,-130.7849206349206,-7.385039309522501,2000-02-16
7.059047619047618,1.5285714285714287,-130.59936507936507,-6.92388372726,2000-02-17
4.908571428571429,2.3063492063492066,-131.47206349206348,-6.993845416087506,2000-02-18
5.6085714285714285,5.207936507936507,-130.65111111111113,-7.422609671199999,2000-02-19
6.3238095238095235,5.447619047619047,-131.14984126984126,-7.40102579830501,2000-02-20
6.3342857142857145,3.302380952380952,-131.23365079365075,-7.169056876277513,2000-02-21
5.647619047619047,2.58968253968254,-130.61460317460316,-7.433873350527499,2000-02-22
4.881904761904762,2.015873015873016,-131.06126984126982,-7.557308621717507,2000-02-23
5.169523809523809,4.068253968253968,-130.52539682539683,-7.287143064342499,2000-02-24
4.56,4.715079365079364,-130.44142857142856,-7.404574134984998,2000-02-25
6.959047619047619,6.015079365079365,-131.41349206349207,-7.240664738535006,2000-02-26
4.7371428571428575,6.7015873015873,-130.504126984127,-7.344457643829999,2000-02-27
8.39047619047619,6.5658730158730165,-130.93873015873012,-7.586433162987507,2000-02-28
4.303809523809524,5.087301587301588,-131.0969841269841,-7.183468281325013,2000-02-29
4.532380952380953,2.6888888888888887,-131.34555555555553,-7.02358438024,2000-03-01
2.923809523809523,6.8579365079365076,-131.41349206349207,-7.240664738535006,2000-03-02
4.446666666666667,4.837301587301586,-131.3020634920635,-7.356346196444999,2000-03-03
5.720000000000001,10.003968253968253,-130.97031746031746,-7.612741425730008,2000-03-04
3.9466666666666663,14.492063492063494,-131.01301587301592,-7.576434194632508,2000-03-05
0.3076190476190476,20.552380952380954,-131.09396825396826,-7.63565753381751,2000-03-06
0.13904761904761903,24.026984126984132,-131.01222222222222,-7.228741822789997,2000-03-07
2.1971428571428575,21.761904761904763,-132.7352380952381,-6.5192252960825074,2000-03-08
0.6342857142857143,17.023809523809522,-130.90142857142857,-7.646303407230009,2000-03-09
6.849523809523809,13.603174603174601,-130.44142857142856,-7.404574134984998,2000-03-10
8.989523809523808,11.282539682539683,-130.90714285714284,-7.930585213060002,2000-03-11
3.6638095238095234,7.537301587301588,-130.8107936507936,-7.915682307172502,2000-03-12
4.736190476190477,9.72936507936508,-130.35031746031748,-7.385426756600001,2000-03-13
7.263809523809522,8.957936507936507,-131.63031746031743,-7.214520008350003,2000-03-14
4.626666666666667,7.630952380952382,-129.43603174603174,-6.162672449425004,2000-03-15
5.023809523809524,6.451587301587302,-131.79650793650794,-7.2536691296625015,2000-03-16
3.1809523809523808,7.373809523809523,-131.04650793650796,-7.334492905727503,2000-03-17
3.9371428571428573,7.754761904761906,-131.11682539682542,-7.379130061687505,2000-03-18
5.404761904761905,6.215079365079364,-130.77920634920636,-7.359649648287501,2000-03-19
4.693333333333333,3.357936507936508,-131.47206349206348,-6.993845416087506,2000-03-20
2.933333333333333,4.39047619047619,-130.95650793650793,-7.864737496137501,2000-03-21
7.41904761904762,7.4984126984126975,-131.23285714285717,-7.164601363220013,2000-03-22
3.9371428571428573,7.754761904761906,-131.31952380952382,-7.012149649137501,2000-03-23
3.0095238095238095,6.845238095238096,-129.68650793650798,-7.568409653242492,2000-03-24
2.660952380952381,7.360317460317461,-129.87809523809526,-7.5931255505749915,2000-03-25
4.097142857142857,8.526984126984127,-130.17158730158732,-7.428273145419993,2000-03-26
4.318095238095238,5.8960317460317455,-131.17444444444445,-7.200614605347512,2000-03-27
6.16952380952381,6.564285714285714,-130.91460317460314,-7.5737751152425075,2000-03-28
5.675238095238095,4.957142857142857,-130.51746031746032,-7.411463254467499,2000-03-29
7.18952380952381,5.8920634920634924,-131.20746031746032,-7.132733644817508,2000-03-30
3.1809523809523808,7.373809523809523,-130.57666666666663,-7.053954122922502,2000-03-31
3.8095238095238093,4.069047619047619,-129.84714285714287,-7.042563363072498,2000-04-01
2.8152380952380955,4.442857142857142,-130.76698412698417,-7.341312784210002,2000-04-02
5.524761904761904,5.990476190476191,-131.09111111111108,-7.478664869112506,2000-04-03
2.8790476190476193,6.880158730158731,-130.58619047619047,-7.401538797262498,2000-04-04
2.9904761904761905,15.474603174603176,-131.0152380952381,-7.181083685552499,2000-04-05
1.18,20.671428571428574,-130.99666666666667,-7.429434186157502,2000-04-06
0.032380952380952385,22.62539682539683,-130.97111111111113,-7.03742275801501,2000-04-07
0.9266666666666665,21.229365079365078,-129.68650793650798,-7.568409653242492,2000-04-08
7.595238095238095,14.461904761904762,-130.8046031746032,-7.253339953205003,2000-04-09
6.849523809523809,13.603174603174601,-131.41825396825396,-7.187778065692505,2000-04-10
3.476190476190476,7.888095238095239,-131.3346031746032,-7.251744225630005,2000-04-11
2.9971428571428573,8.257936507936508,-131.55396825396826,-7.212495833812507,2000-04-12
6.573333333333333,9.181746031746032,-131.01301587301592,-7.576434194632508,2000-04-13
3.655238095238096,11.217460317460317,-131.49285714285716,-7.1035159130725045,2000-04-14
4.354285714285714,10.523015873015872,-130.4084126984127,-6.897840065892497,2000-04-15
5.667619047619048,9.292857142857144,-130.54507936507935,-7.018347073047503,2000-04-16
2.4628571428571426,11.568253968253968,-129.9819047619048,-6.8677309180999995,2000-04-17
4.312380952380953,8.465079365079363,-130.6946031746032,-7.084255906355002,2000-04-18
4.716190476190476,9.246031746031747,-130.77920634920636,-7.359649648287501,2000-04-19
4.656190476190476,13.595238095238095,-131.23285714285717,-7.164601363220013,2000-04-20
6.599047619047619,15.985714285714286,-130.09809523809525,-7.3281068130674925,2000-04-21
1.987619047619048,16.599206349206348,-129.43603174603174,-6.162672449425004,2000-04-22
3.567619047619048,14.923809523809524,-130.2395238095238,-6.881837805139996,2000-04-23
5.4399999999999995,7.8246031746031734,-129.36904761904762,-6.158470264272504,2000-04-24
7.278095238095238,11.173809523809524,-130.91730158730158,-7.141849201510004,2000-04-25
2.89047619047619,12.637301587301586,-130.59936507936507,-6.92388372726,2000-04-26
5.200952380952381,13.594444444444443,-130.69793650793648,-7.238185003575003,2000-04-27
3.617142857142857,14.247619047619047,-131.2774603174603,-7.253999646419997,2000-04-28
3.655238095238096,11.217460317460317,-130.7192063492063,-7.678733489942504,2000-04-29
4.177142857142857,14.011904761904765,-131.19031746031746,-7.1587892843525065,2000-04-30
4.56,4.715079365079364,-130.30888888888887,-7.058964212365,2000-05-01
3.0400000000000005,4.726984126984127,-130.49015873015875,-6.898517317305,2000-05-02
5.185714285714285,4.807142857142858,-130.1353968253968,-6.868295539087496,2000-05-03
4.097142857142857,8.526984126984127,-130.14031746031745,-7.404884775284997,2000-05-04
1.8114285714285714,14.299206349206349,-130.41365079365082,-6.951856530415,2000-05-05
1.1057142857142856,19.988095238095237,-129.40047619047618,-7.077372315360003,2000-05-06
0.7523809523809524,20.976190476190478,-131.48476190476194,-7.200233219037503,2000-05-07
1.1257142857142857,17.804761904761904,-130.5361904761905,-7.069763821957501,2000-05-08
3.9466666666666663,14.492063492063494,-129.49968253968254,-6.078316464005,2000-05-09
7.595238095238095,14.461904761904762,-130.3657142857143,-6.993250157877502,2000-05-10
2.9971428571428573,8.257936507936508,-130.18031746031747,-7.384647947987492,2000-05-11
3.9199999999999995,9.02063492063492,-131.11523809523808,-7.137223663347508,2000-05-12
2.9904761904761905,15.474603174603176,-131.6239682539683,-7.207351629130006,2000-05-13
3.4742857142857146,15.775396825396825,-131.37396825396823,-7.405911798847496,2000-05-14
2.667619047619048,16.05238095238095,-131.81857142857143,-7.046146232455,2000-05-15
2.91047619047619,17.829365079365076,-129.7552380952381,-7.036120511284997,2000-05-16
0.6342857142857143,17.023809523809522,-130.99142857142857,-7.315552991220001,2000-05-17
3.432380952380953,15.383333333333335,-130.7263492063492,-7.404559737707499,2000-05-18
3.177142857142857,13.779365079365078,-130.19492063492066,-6.934123664239997,2000-05-19
3.444761904761905,12.507142857142858,-130.70857142857145,-7.270110432372503,2000-05-20
4.273333333333333,13.2984126984127,-129.75317460317459,-7.352039150342496,2000-05-21
2.7819047619047623,15.287301587301586,-130.91682539682543,-7.5889571058800085,2000-05-22
4.715238095238095,15.615873015873015,-129.6211111111111,-7.068755217522495,2000-05-23
7.096190476190477,16.944444444444443,-130.27507936507936,-7.034141329037501,2000-05-24
2.4323809523809525,17.974603174603175,-131.26063492063494,-7.04560151448751,2000-05-25
2.7876190476190477,18.76984126984127,-130.46301587301585,-6.8900986005825,2000-05-26
0.7504761904761904,17.74603174603175,-130.20349206349206,-7.000158880872501,2000-05-27
6.655238095238095,15.999206349206348,-129.43603174603174,-6.162672449425004,2000-05-28
5.592380952380952,15.328571428571431,-130.80904761904762,-7.124300502895004,2000-05-29
1.8400000000000003,16.607142857142854,-131.79650793650794,-7.2536691296625015,2000-05-30
2.4809523809523806,16.60079365079365,-132.05507936507937,-7.105577851392496,2000-05-31
2.0800000000000005,4.292063492063492,-131.05126984126983,-7.146545299580005,2000-06-01
10.890476190476189,5.534920634920635,-130.10222222222222,-6.874432970267497,2000-06-02
2.251428571428572,4.310317460317461,-130.2125396825397,-7.007963568672503,2000-06-03
6.199047619047619,7.536507936507938,-130.91730158730158,-7.141849201510004,2000-06-04
1.1980952380952379,14.680952380952382,-129.9819047619048,-6.8677309180999995,2000-06-05
3.8057142857142856,18.70952380952381,-129.70190476190479,-6.143306899335,2000-06-06
0.5733333333333334,22.651587301587302,-130.41365079365082,-6.951856530415,2000-06-07
3.1847619047619053,10.20079365079365,-129.3511111111111,-6.089307070102501,2000-06-08
3.3733333333333335,15.012698412698413,-130.72333333333333,-7.1313618838225015,2000-06-09
4.577142857142858,14.0984126984127,-131.70698412698414,-7.0226484761474985,2000-06-10
4.348571428571429,9.480952380952381,-131.77825396825395,-7.08564813903,2000-06-11
7.060952380952381,8.319047619047618,-130.18031746031747,-7.384647947987492,2000-06-12
2.0352380952380953,17.49920634920635,-130.13444444444443,-7.396229910109994,2000-06-13
0.641904761904762,18.49365079365079,-130.65174603174606,-7.118264951310003,2000-06-14
1.6057142857142856,18.13968253968254,-129.3946031746032,-6.151095366862501,2000-06-15
2.330476190476191,19.436507936507933,-129.494126984127,-6.339206073725,2000-06-16
2.236190476190476,17.96825396825397,-130.20349206349206,-7.000158880872501,2000-06-17
2.9904761904761905,15.474603174603176,-131.02015873015873,-7.025296813755008,2000-06-18
0.6533333333333334,18.260317460317463,-129.48825396825396,-6.173696619374995,2000-06-19
1.18,20.671428571428574,-130.99079365079362,-7.558676550297507,2000-06-20
1.8628571428571425,20.015873015873016,-131.0393650793651,-7.56723123327501,2000-06-21
1.7657142857142856,19.325396825396826,-130.57666666666663,-7.053954122922502,2000-06-22
1.2523809523809526,19.784920634920635,-131.67968253968255,-7.015907865712506,2000-06-23
1.245714285714286,18.785714285714285,-130.1353968253968,-6.868295539087496,2000-06-24
2.91047619047619,17.829365079365076,-130.45619047619047,-6.983443362037497,2000-06-25
1.1257142857142857,17.804761904761904,-129.48587301587307,-6.115777582900003,2000-06-26
3.1047619047619053,18.798412698412694,-129.93714285714285,-6.875965161989997,2000-06-27
2.7876190476190477,18.76984126984127,-130.45777777777775,-6.9114384013975005,2000-06-28
3.396190476190476,18.751587301587303,-130.27507936507936,-7.034141329037501,2000-06-29
1.5038095238095237,19.709523809523812,-132.05507936507937,-7.105577851392496,2000-06-30
5.23904761904762,3.8682539682539683,-130.45777777777775,-6.9114384013975005,2000-07-01
3.603809523809524,4.841269841269841,-131.75698412698412,-7.221199230302502,2000-07-02
2.0800000000000005,4.292063492063492,-130.66222222222223,-7.0562638365525014,2000-07-03
6.958095238095238,5.4761904761904745,-130.29,-7.020266301882504,2000-07-04
2.4371428571428573,14.476190476190476,-129.66888888888886,-6.952608506574998,2000-07-05
1.856190476190476,16.57936507936508,-131.32920634920634,-7.103025115677512,2000-07-06
0.1638095238095238,24.180158730158734,-131.32920634920634,-7.103025115677512,2000-07-07
2.236190476190476,17.96825396825397,-130.7849206349206,-7.385039309522501,2000-07-08
3.9695238095238095,15.383333333333333,-131.75698412698412,-7.221199230302502,2000-07-09
3.1876190476190476,11.524603174603172,-129.43492063492064,-6.0994433791325005,2000-07-10
5.361904761904762,8.172222222222222,-130.18031746031747,-7.384647947987492,2000-07-11
2.8257142857142856,8.21984126984127,-131.18492063492064,-7.227935317532509,2000-07-12
6.599047619047619,15.985714285714286,-131.86619047619047,-7.486914318022508,2000-07-13
3.460000000000001,15.440476190476188,-130.17158730158732,-7.428273145419993,2000-07-14
7.096190476190477,16.944444444444443,-131.48476190476194,-7.200233219037503,2000-07-15
3.796190476190476,15.339682539682542,-129.43492063492064,-6.0994433791325005,2000-07-16
1.6304761904761904,16.564285714285713,-130.68476190476187,-7.3469598771200015,2000-07-17
1.0323809523809522,17.725396825396825,-131.79650793650794,-7.2536691296625015,2000-07-18
1.72,19.324603174603173,-129.99904761904764,-7.0144842384524955,2000-07-19
0.641904761904762,18.49365079365079,-130.26333333333335,-7.290791127449992,2000-07-20
1.8628571428571425,20.015873015873016,-130.75920634920632,-7.353770778792501,2000-07-21
1.72,19.324603174603173,-130.34936507936507,-7.316176113489993,2000-07-22
0.7371428571428572,21.30873015873016,-129.97603174603174,-7.059075233654998,2000-07-23
1.280952380952381,20.71984126984127,-130.83079365079368,-7.211741500472504,2000-07-24
0.419047619047619,21.51111111111111,-130.29190476190476,-7.0241793126050025,2000-07-25
0.8971428571428571,20.925396825396824,-130.33444444444442,-7.032468105737504,2000-07-26
0.3447619047619047,22.423015873015874,-130.81253968253966,-7.230145253850003,2000-07-27
0.3447619047619047,22.423015873015874,-130.30015873015876,-7.323828860392501,2000-07-28
2.1971428571428575,21.761904761904763,-131.21396825396826,-7.206843247665003,2000-07-29
0.7371428571428572,21.30873015873016,-131.0149206349206,-7.200531231037503,2000-07-30
0.8495238095238093,20.876984126984127,-131.60031746031748,-7.117250511207503,2000-07-31
2.0800000000000005,4.292063492063492,-131.60031746031748,-7.117250511207503,2000-08-01
6.116190476190475,6.1611111111111105,-131.54650793650794,-7.161417564002504,2000-08-02
3.8057142857142856,6.765079365079365,-131.0971428571428,-7.2069538088900025,2000-08-03
5.667619047619048,9.292857142857144,-131.36555555555557,-7.210390425132502,2000-08-04
6.655238095238095,15.999206349206348,-131.09539682539682,-7.2069538088900025,2000-08-05
0.8495238095238093,20.876984126984127,-129.46095238095236,-6.1363323286525,2000-08-06
1.4076190476190475,21.33015873015873,-130.71825396825395,-7.157015191082504,2000-08-07
1.18,20.671428571428574,-130.81238095238095,-7.142790656307502,2000-08-08
4.113333333333332,14.973809523809523,-130.187619047619,-7.028261801105001,2000-08-09
4.320952380952382,10.34126984126984,-130.75714285714284,-7.041151084357502,2000-08-10
5.038095238095239,6.088095238095238,-131.73126984126986,-7.227930175020005,2000-08-11
5.130476190476191,8.65,-131.5273015873016,-7.264500014912508,2000-08-12
0.7161904761904762,22.17619047619047,-130.81857142857143,-7.387473728927499,2000-08-13
0.5161904761904762,22.29523809523809,-131.064126984127,-7.192011657507511,2000-08-14
0.06476190476190476,24.604761904761904,-129.3946031746032,-6.151095366862501,2000-08-15
0.2533333333333333,24.89761904761905,-130.32555555555555,-6.9115543695075,2000-08-16
0.29523809523809524,24.80952380952381,-130.10222222222222,-6.874432970267497,2000-08-17
0.01523809523809524,25.290476190476188,-130.68476190476187,-7.3469598771200015,2000-08-18
0.01523809523809524,25.924603174603174,-129.3946031746032,-6.151095366862501,2000-08-19
0.01523809523809524,25.567460317460313,-130.08301587301585,-7.586124425659996,2000-08-20
0.01523809523809524,26.25873015873016,-130.3142857142857,-7.441555223482496,2000-08-21
0.01523809523809524,26.25873015873016,-131.23365079365075,-7.169056876277513,2000-08-22
0.01142857142857143,26.50873015873016,-130.22206349206348,-6.944739740705001,2000-08-23
0.01523809523809524,25.72063492063492,-130.26809523809524,-6.9978865139550015,2000-08-24
0.01523809523809524,25.930158730158727,-130.91730158730158,-7.141849201510004,2000-08-25
0.01523809523809524,25.748412698412697,-129.93714285714285,-6.875965161989997,2000-08-26
0.1638095238095238,24.21428571428571,-130.72333333333333,-7.1313618838225015,2000-08-27
1.0695238095238095,21.53571428571429,-131.78095238095239,-7.392010357665,2000-08-28
0.6914285714285714,21.433333333333337,-130.23142857142858,-6.8550410595599995,2000-08-29
1.6228571428571428,21.287301587301588,-129.70190476190479,-6.143306899335,2000-08-30
0.6219047619047618,18.70555555555556,-129.99904761904764,-7.0144842384524955,2000-08-31
4.303809523809524,5.087301587301588,-131.0925396825397,-7.299363515587497,2000-09-01
5.522857142857143,5.158730158730159,-129.49968253968254,-6.078316464005,2000-09-02
3.6447619047619044,6.792063492063492,-130.69793650793648,-7.238185003575003,2000-09-03
2.337142857142857,5.706349206349206,-129.49,-6.1498389800375,2000-09-04
1.856190476190476,16.57936507936508,-129.6211111111111,-7.068755217522495,2000-09-05
0.9304761904761903,20.722222222222225,-130.22206349206348,-6.944739740705001,2000-09-06
1.2523809523809526,19.784920634920635,-130.24809523809526,-6.885436874819997,2000-09-07
1.4076190476190475,21.33015873015873,-130.95746031746032,-7.291576455617503,2000-09-08
1.856190476190476,16.57936507936508,-131.2774603174603,-7.253999646419997,2000-09-09
4.222857142857142,11.313492063492063,-131.0969841269841,-7.183468281325013,2000-09-10
3.169523809523809,6.553968253968255,-132.00126984126985,-7.088482423810002,2000-09-11
4.736190476190477,9.72936507936508,-131.14984126984126,-7.40102579830501,2000-09-12
0.5466666666666666,18.396031746031746,-130.81857142857143,-7.387473728927499,2000-09-13
