Date,Mean_Rainfall,Mean_Temp,Actual_Flow_Rate,Actual_Lake_Level
0,2.8573116495187523,14.530141078838177,2.578255395683448,249.60674460431667
1,2.8573116495187523,14.530141078838177,2.578255395683448,249.60674460431667
2,2.8573116495187523,14.530141078838177,2.578255395683448,249.60674460431667
3,2.8573116495187523,14.530141078838177,2.578255395683448,249.60674460431667
4,2.8573116495187523,14.530141078838177,2.578255395683448,249.60674460431667
5,2.8573116495187523,14.530141078838177,2.578255395683448,249.60674460431667
6,2.8573116495187523,14.530141078838177,2.578255395683448,249.60674460431667
7,2.8573116495187523,14.530141078838177,2.578255395683448,249.60674460431667
8,2.8573116495187523,14.530141078838177,2.578255395683448,249.60674460431667
9,2.8573116495187523,14.530141078838177,2.578255395683448,249.60674460431667
10,2.8573116495187523,14.530141078838177,2.578255395683448,249.60674460431667
11,2.8573116495187523,14.530141078838177,2.578255395683448,249.60674460431667
12,2.8573116495187523,14.530141078838177,2.578255395683448,249.60674460431667
13,2.8573116495187523,14.530141078838177,2.578255395683448,249.60674460431667
14,2.8573116495187523,14.530141078838177,2.578255395683448,249.60674460431667
15,2.8573116495187523,14.530141078838177,2.578255395683448,249.60674460431667
16,2.8573116495187523,14.530141078838177,2.578255395683448,249.60674460431667
17,2.8573116495187523,14.530141078838177,2.578255395683448,249.60674460431667
18,2.8573116495187523,14.530141078838177,2.578255395683448,249.60674460431667
19,2.8573116495187523,14.530141078838177,2.578255395683448,249.60674460431667
20,2.8573116495187523,14.530141078838177,2.578255395683448,249.60674460431667
21,2.8573116495187523,14.530141078838177,2.578255395683448,249.60674460431667
22,2.8573116495187523,14.530141078838177,2.578255395683448,249.60674460431667
23,2.8573116495187523,14.530141078838177,2.578255395683448,249.60674460431667
24,2.8573116495187523,14.530141078838177,2.578255395683448,249.60674460431667
25,2.8573116495187523,14.530141078838177,2.578255395683448,249.60674460431667
26,2.8573116495187523,14.530141078838177,2.578255395683448,249.60674460431667
27,2.8573116495187523,14.530141078838177,2.578255395683448,249.60674460431667
28,2.8573116495187523,14.530141078838177,2.578255395683448,249.60674460431667
29,2.8573116495187523,14.530141078838177,2.578255395683448,249.60674460431667
30,2.8573116495187523,14.530141078838177,2.578255395683448,249.60674460431667
31,2.8573116495187523,14.530141078838177,2.578255395683448,249.60674460431667
32,2.8573116495187523,14.530141078838177,2.578255395683448,249.60674460431667
33,2.8573116495187523,14.530141078838177,2.578255395683448,249.60674460431667
34,2.8573116495187523,14.530141078838177,2.578255395683448,249.60674460431667
35,2.8573116495187523,14.530141078838177,2.578255395683448,249.60674460431667
36,2.8573116495187523,14.530141078838177,2.578255395683448,249.60674460431667
37,2.8573116495187523,14.530141078838177,2.578255395683448,249.60674460431667
38,2.8573116495187523,14.530141078838177,2.578255395683448,249.60674460431667
39,2.8573116495187523,14.530141078838177,2.578255395683448,249.60674460431667
40,2.8573116495187523,14.530141078838177,2.578255395683448,249.60674460431667
41,2.8573116495187523,14.530141078838177,2.578255395683448,249.60674460431667
42,2.8573116495187523,14.530141078838177,2.578255395683448,249.60674460431667
43,2.8573116495187523,14.530141078838177,2.578255395683448,249.60674460431667
44,2.8573116495187523,14.530141078838177,2.578255395683448,249.60674460431667
45,2.8573116495187523,14.530141078838177,2.578255395683448,249.60674460431667
46,2.8573116495187523,14.530141078838177,2.578255395683448,249.60674460431667
47,2.8573116495187523,14.530141078838177,2.578255395683448,249.60674460431667
48,2.8573116495187523,14.530141078838177,2.578255395683448,249.60674460431667
49,2.8573116495187523,14.530141078838177,2.578255395683448,249.60674460431667
50,2.8573116495187523,14.530141078838177,2.578255395683448,249.60674460431667
51,2.8573116495187523,14.530141078838177,2.578255395683448,249.60674460431667
52,2.8573116495187523,14.530141078838177,2.578255395683448,249.60674460431667
53,2.8573116495187523,14.530141078838177,2.578255395683448,249.60674460431667
54,2.8573116495187523,14.530141078838177,2.578255395683448,249.60674460431667
55,2.8573116495187523,14.530141078838177,2.578255395683448,249.60674460431667
56,2.8573116495187523,14.530141078838177,2.578255395683448,249.60674460431667
57,2.8573116495187523,14.530141078838177,2.578255395683448,249.60674460431667
58,2.8573116495187523,14.530141078838177,2.578255395683448,249.60674460431667
59,2.8573116495187523,14.530141078838177,2.578255395683448,249.60674460431667
60,2.8573116495187523,14.530141078838177,2.578255395683448,249.60674460431667
