Date,Mean_Rainfall,Mean_Temp,Actual_Hydrometry
0,2.789048529906587,16.605385981912146,1.602951002227175
1,2.789048529906587,16.605385981912146,1.602951002227175
2,2.789048529906587,16.605385981912146,1.602951002227175
3,2.789048529906587,16.605385981912146,1.602951002227175
4,2.789048529906587,16.605385981912146,1.602951002227175
5,2.789048529906587,16.605385981912146,1.602951002227175
6,2.789048529906587,16.605385981912146,1.602951002227175
7,2.789048529906587,16.605385981912146,1.602951002227175
8,2.789048529906587,16.605385981912146,1.602951002227175
9,2.789048529906587,16.605385981912146,1.602951002227175
10,2.789048529906587,16.605385981912146,1.602951002227175
11,2.789048529906587,16.605385981912146,1.602951002227175
12,2.789048529906587,16.605385981912146,1.602951002227175
13,2.789048529906587,16.605385981912146,1.602951002227175
14,2.789048529906587,16.605385981912146,1.602951002227175
15,2.789048529906587,16.605385981912146,1.602951002227175
16,2.789048529906587,16.605385981912146,1.602951002227175
17,2.789048529906587,16.605385981912146,1.602951002227175
18,2.789048529906587,16.605385981912146,1.602951002227175
19,2.789048529906587,16.605385981912146,1.602951002227175
20,2.789048529906587,16.605385981912146,1.602951002227175
21,2.789048529906587,16.605385981912146,1.602951002227175
22,2.789048529906587,16.605385981912146,1.602951002227175
23,2.789048529906587,16.605385981912146,1.602951002227175
24,2.789048529906587,16.605385981912146,1.602951002227175
25,2.789048529906587,16.605385981912146,1.602951002227175
26,2.789048529906587,16.605385981912146,1.602951002227175
27,2.789048529906587,16.605385981912146,1.602951002227175
28,2.789048529906587,16.605385981912146,1.602951002227175
29,2.789048529906587,16.605385981912146,1.602951002227175
30,2.789048529906587,16.605385981912146,1.602951002227175
31,2.789048529906587,16.605385981912146,1.602951002227175
32,2.789048529906587,16.605385981912146,1.602951002227175
33,2.789048529906587,16.605385981912146,1.602951002227175
34,2.789048529906587,16.605385981912146,1.602951002227175
35,2.789048529906587,16.605385981912146,1.602951002227175
36,2.789048529906587,16.605385981912146,1.602951002227175
37,2.789048529906587,16.605385981912146,1.602951002227175
38,2.789048529906587,16.605385981912146,1.602951002227175
39,2.789048529906587,16.605385981912146,1.602951002227175
40,2.789048529906587,16.605385981912146,1.602951002227175
41,2.789048529906587,16.605385981912146,1.602951002227175
42,2.789048529906587,16.605385981912146,1.602951002227175
43,2.789048529906587,16.605385981912146,1.602951002227175
44,2.789048529906587,16.605385981912146,1.602951002227175
45,2.789048529906587,16.605385981912146,1.602951002227175
46,2.789048529906587,16.605385981912146,1.602951002227175
47,2.789048529906587,16.605385981912146,1.602951002227175
48,2.789048529906587,16.605385981912146,1.602951002227175
49,2.789048529906587,16.605385981912146,1.602951002227175
50,2.789048529906587,16.605385981912146,1.602951002227175
51,2.789048529906587,16.605385981912146,1.602951002227175
52,2.789048529906587,16.605385981912146,1.602951002227175
53,2.789048529906587,16.605385981912146,1.602951002227175
54,2.789048529906587,16.605385981912146,1.602951002227175
55,2.789048529906587,16.605385981912146,1.602951002227175
56,2.789048529906587,16.605385981912146,1.602951002227175
57,2.789048529906587,16.605385981912146,1.602951002227175
58,2.789048529906587,16.605385981912146,1.602951002227175
59,2.789048529906587,16.605385981912146,1.602951002227175
60,2.789048529906587,16.605385981912146,1.602951002227175
61,2.789048529906587,16.605385981912146,1.602951002227175
62,2.789048529906587,16.605385981912146,1.602951002227175
63,2.789048529906587,16.605385981912146,1.602951002227175
64,2.789048529906587,16.605385981912146,1.602951002227175
65,2.789048529906587,16.605385981912146,1.602951002227175
66,2.789048529906587,16.605385981912146,1.602951002227175
67,2.789048529906587,16.605385981912146,1.602951002227175
68,2.789048529906587,16.605385981912146,1.602951002227175
69,2.789048529906587,16.605385981912146,1.602951002227175
70,2.789048529906587,16.605385981912146,1.602951002227175
71,2.789048529906587,16.605385981912146,1.602951002227175
72,2.789048529906587,16.605385981912146,1.602951002227175
73,2.789048529906587,16.605385981912146,1.602951002227175
74,2.789048529906587,16.605385981912146,1.602951002227175
75,2.789048529906587,16.605385981912146,1.602951002227175
76,2.789048529906587,16.605385981912146,1.602951002227175
77,2.789048529906587,16.605385981912146,1.602951002227175
78,2.789048529906587,16.605385981912146,1.602951002227175
79,2.789048529906587,16.605385981912146,1.602951002227175
80,2.789048529906587,16.605385981912146,1.602951002227175
81,2.789048529906587,16.605385981912146,1.602951002227175
82,2.789048529906587,16.605385981912146,1.602951002227175
83,2.789048529906587,16.605385981912146,1.602951002227175
84,2.789048529906587,16.605385981912146,1.602951002227175
85,2.789048529906587,16.605385981912146,1.602951002227175
86,2.789048529906587,16.605385981912146,1.602951002227175
87,2.789048529906587,16.605385981912146,1.602951002227175
88,2.789048529906587,16.605385981912146,1.602951002227175
89,2.789048529906587,16.605385981912146,1.602951002227175
90,2.789048529906587,16.605385981912146,1.602951002227175
91,2.789048529906587,16.605385981912146,1.602951002227175
92,2.789048529906587,16.605385981912146,1.602951002227175
93,2.789048529906587,16.605385981912146,1.602951002227175
94,2.789048529906587,16.605385981912146,1.602951002227175
95,2.789048529906587,16.605385981912146,1.602951002227175
96,2.789048529906587,16.605385981912146,1.602951002227175
97,2.789048529906587,16.605385981912146,1.602951002227175
98,2.789048529906587,16.605385981912146,1.602951002227175
99,2.789048529906587,16.605385981912146,1.602951002227175
100,2.789048529906587,16.605385981912146,1.602951002227175
101,2.789048529906587,16.605385981912146,1.602951002227175
102,2.789048529906587,16.605385981912146,1.602951002227175
103,2.789048529906587,16.605385981912146,1.602951002227175
104,2.789048529906587,16.605385981912146,1.602951002227175
105,2.789048529906587,16.605385981912146,1.602951002227175
106,2.789048529906587,16.605385981912146,1.602951002227175
107,2.789048529906587,16.605385981912146,1.602951002227175
108,2.789048529906587,16.605385981912146,1.602951002227175
109,2.789048529906587,16.605385981912146,1.602951002227175
110,2.789048529906587,16.605385981912146,1.602951002227175
111,2.789048529906587,16.605385981912146,1.602951002227175
112,2.789048529906587,16.605385981912146,1.602951002227175
113,2.789048529906587,16.605385981912146,1.602951002227175
114,2.789048529906587,16.605385981912146,1.602951002227175
115,2.789048529906587,16.605385981912146,1.602951002227175
116,2.789048529906587,16.605385981912146,1.602951002227175
117,2.789048529906587,16.605385981912146,1.602951002227175
118,2.789048529906587,16.605385981912146,1.602951002227175
119,2.789048529906587,16.605385981912146,1.602951002227175
120,2.789048529906587,16.605385981912146,1.602951002227175
121,2.789048529906587,16.605385981912146,1.602951002227175
122,2.789048529906587,16.605385981912146,1.602951002227175
123,2.789048529906587,16.605385981912146,1.602951002227175
124,2.789048529906587,16.605385981912146,1.602951002227175
125,2.789048529906587,16.605385981912146,1.602951002227175
126,2.789048529906587,16.605385981912146,1.602951002227175
127,2.789048529906587,16.605385981912146,1.602951002227175
128,2.789048529906587,16.605385981912146,1.602951002227175
129,2.789048529906587,16.605385981912146,1.602951002227175
130,2.789048529906587,16.605385981912146,1.602951002227175
131,2.789048529906587,16.605385981912146,1.602951002227175
132,2.789048529906587,16.605385981912146,1.602951002227175
133,2.789048529906587,16.605385981912146,1.602951002227175
134,2.789048529906587,16.605385981912146,1.602951002227175
135,2.789048529906587,16.605385981912146,1.602951002227175
136,2.789048529906587,16.605385981912146,1.602951002227175
137,2.789048529906587,16.605385981912146,1.602951002227175
138,2.789048529906587,16.605385981912146,1.602951002227175
139,2.789048529906587,16.605385981912146,1.602951002227175
140,2.789048529906587,16.605385981912146,1.602951002227175
141,2.789048529906587,16.605385981912146,1.602951002227175
142,2.789048529906587,16.605385981912146,1.602951002227175
143,2.789048529906587,16.605385981912146,1.602951002227175
144,2.789048529906587,16.605385981912146,1.602951002227175
145,2.789048529906587,16.605385981912146,1.602951002227175
146,2.789048529906587,16.605385981912146,1.602951002227175
147,2.789048529906587,16.605385981912146,1.602951002227175
148,2.789048529906587,16.605385981912146,1.602951002227175
149,2.789048529906587,16.605385981912146,1.602951002227175
150,2.789048529906587,16.605385981912146,1.602951002227175
151,2.789048529906587,16.605385981912146,1.602951002227175
152,2.789048529906587,16.605385981912146,1.602951002227175
153,2.789048529906587,16.605385981912146,1.602951002227175
154,2.789048529906587,16.605385981912146,1.602951002227175
155,2.789048529906587,16.605385981912146,1.602951002227175
156,2.789048529906587,16.605385981912146,1.602951002227175
157,2.789048529906587,16.605385981912146,1.602951002227175
158,2.789048529906587,16.605385981912146,1.602951002227175
159,2.789048529906587,16.605385981912146,1.602951002227175
160,2.789048529906587,16.605385981912146,1.602951002227175
161,2.789048529906587,16.605385981912146,1.602951002227175
162,2.789048529906587,16.605385981912146,1.602951002227175
163,2.789048529906587,16.605385981912146,1.602951002227175
164,2.789048529906587,16.605385981912146,1.602951002227175
165,2.789048529906587,16.605385981912146,1.602951002227175
166,2.789048529906587,16.605385981912146,1.602951002227175
167,2.789048529906587,16.605385981912146,1.602951002227175
168,2.789048529906587,16.605385981912146,1.602951002227175
169,2.789048529906587,16.605385981912146,1.602951002227175
170,2.789048529906587,16.605385981912146,1.602951002227175
171,2.789048529906587,16.605385981912146,1.602951002227175
172,2.789048529906587,16.605385981912146,1.602951002227175
173,2.789048529906587,16.605385981912146,1.602951002227175
174,2.789048529906587,16.605385981912146,1.602951002227175
175,2.789048529906587,16.605385981912146,1.602951002227175
176,2.789048529906587,16.605385981912146,1.602951002227175
177,2.789048529906587,16.605385981912146,1.602951002227175
178,2.789048529906587,16.605385981912146,1.602951002227175
179,2.789048529906587,16.605385981912146,1.602951002227175
180,2.789048529906587,16.605385981912146,1.602951002227175
181,2.789048529906587,16.605385981912146,1.602951002227175
182,2.789048529906587,16.605385981912146,1.602951002227175
183,2.789048529906587,16.605385981912146,1.602951002227175
184,2.789048529906587,16.605385981912146,1.602951002227175
185,2.789048529906587,16.605385981912146,1.602951002227175
186,2.789048529906587,16.605385981912146,1.602951002227175
187,2.789048529906587,16.605385981912146,1.602951002227175
188,2.789048529906587,16.605385981912146,1.602951002227175
189,2.789048529906587,16.605385981912146,1.602951002227175
190,2.789048529906587,16.605385981912146,1.602951002227175
191,2.789048529906587,16.605385981912146,1.602951002227175
192,2.789048529906587,16.605385981912146,1.602951002227175
193,2.789048529906587,16.605385981912146,1.602951002227175
194,2.789048529906587,16.605385981912146,1.602951002227175
195,2.789048529906587,16.605385981912146,1.602951002227175
196,2.789048529906587,16.605385981912146,1.602951002227175
197,2.789048529906587,16.605385981912146,1.602951002227175
198,2.789048529906587,16.605385981912146,1.602951002227175
199,2.789048529906587,16.605385981912146,1.602951002227175
200,2.789048529906587,16.605385981912146,1.602951002227175
201,2.789048529906587,16.605385981912146,1.602951002227175
202,2.789048529906587,16.605385981912146,1.602951002227175
203,2.789048529906587,16.605385981912146,1.602951002227175
204,2.789048529906587,16.605385981912146,1.602951002227175
205,2.789048529906587,16.605385981912146,1.602951002227175
206,2.789048529906587,16.605385981912146,1.602951002227175
207,2.789048529906587,16.605385981912146,1.602951002227175
208,2.789048529906587,16.605385981912146,1.602951002227175
209,2.789048529906587,16.605385981912146,1.602951002227175
210,2.789048529906587,16.605385981912146,1.602951002227175
211,2.789048529906587,16.605385981912146,1.602951002227175
212,2.789048529906587,16.605385981912146,1.602951002227175
213,2.789048529906587,16.605385981912146,1.602951002227175
214,2.789048529906587,16.605385981912146,1.602951002227175
215,2.789048529906587,16.605385981912146,1.602951002227175
216,2.789048529906587,16.605385981912146,1.602951002227175
217,2.789048529906587,16.605385981912146,1.602951002227175
218,2.789048529906587,16.605385981912146,1.602951002227175
219,2.789048529906587,16.605385981912146,1.602951002227175
220,2.789048529906587,16.605385981912146,1.602951002227175
221,2.789048529906587,16.605385981912146,1.602951002227175
222,2.789048529906587,16.605385981912146,1.602951002227175
223,2.789048529906587,16.605385981912146,1.602951002227175
224,2.789048529906587,16.605385981912146,1.602951002227175
225,2.789048529906587,16.605385981912146,1.602951002227175
226,2.789048529906587,16.605385981912146,1.602951002227175
227,2.789048529906587,16.605385981912146,1.602951002227175
228,2.789048529906587,16.605385981912146,1.602951002227175
229,2.789048529906587,16.605385981912146,1.602951002227175
230,2.789048529906587,16.605385981912146,1.602951002227175
